Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Sep 2024,SSD,13576215,Unity,Abiemnhom,first projection,2024-12-01,2025-03-31,4,3000,0.05
Sep 2024,SSD,13576215,Unity,Abiemnhom,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Unity,Abiemnhom,second projection,2025-04-01,2025-07-31,all,58803,1.0
Sep 2024,SSD,13576215,Unity,Abiemnhom,second projection,2025-04-01,2025-07-31,3+,35000,0.6
Sep 2024,SSD,13576215,Unity,Abiemnhom,second projection,2025-04-01,2025-07-31,1,6000,0.1
Sep 2024,SSD,13576215,Unity,Abiemnhom,second projection,2025-04-01,2025-07-31,2,18000,0.31
Sep 2024,SSD,13576215,Unity,Abiemnhom,second projection,2025-04-01,2025-07-31,3,29000,0.49
Sep 2024,SSD,13576215,Unity,Abiemnhom,second projection,2025-04-01,2025-07-31,4,6000,0.1
Sep 2024,SSD,13576215,Unity,Abiemnhom,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Unity,Mayendit,current,2024-09-01,2024-11-30,all,73064,1.0
Sep 2024,SSD,13576215,Unity,Mayendit,current,2024-09-01,2024-11-30,3+,44000,0.6
Sep 2024,SSD,13576215,Unity,Mayendit,current,2024-09-01,2024-11-30,1,11000,0.15
Sep 2024,SSD,13576215,Unity,Mayendit,current,2024-09-01,2024-11-30,2,18000,0.25
Sep 2024,SSD,13576215,Unity,Mayendit,current,2024-09-01,2024-11-30,3,37000,0.51
Sep 2024,SSD,13576215,Unity,Mayendit,current,2024-09-01,2024-11-30,4,7000,0.1
Sep 2024,SSD,13576215,Unity,Mayendit,current,2024-09-01,2024-11-30,5,0,0
Sep 2024,SSD,13576215,Unity,Mayendit,first projection,2024-12-01,2025-03-31,all,73064,1.0
Sep 2024,SSD,13576215,Unity,Mayendit,first projection,2024-12-01,2025-03-31,3+,48000,0.66
Sep 2024,SSD,13576215,Unity,Mayendit,first projection,2024-12-01,2025-03-31,1,7000,0.1
Sep 2024,SSD,13576215,Unity,Mayendit,first projection,2024-12-01,2025-03-31,2,18000,0.25
Sep 2024,SSD,13576215,Unity,Mayendit,first projection,2024-12-01,2025-03-31,3,37000,0.51
Sep 2024,SSD,13576215,Unity,Mayendit,first projection,2024-12-01,2025-03-31,4,11000,0.15
Sep 2024,SSD,13576215,Unity,Mayendit,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Unity,Mayendit,second projection,2025-04-01,2025-07-31,all,73064,1.0
Sep 2024,SSD,13576215,Unity,Mayendit,second projection,2025-04-01,2025-07-31,3+,55000,0.75
Sep 2024,SSD,13576215,Unity,Mayendit,second projection,2025-04-01,2025-07-31,1,4000,0.05
Sep 2024,SSD,13576215,Unity,Mayendit,second projection,2025-04-01,2025-07-31,2,15000,0.21
Sep 2024,SSD,13576215,Unity,Mayendit,second projection,2025-04-01,2025-07-31,3,40000,0.55
Sep 2024,SSD,13576215,Unity,Mayendit,second projection,2025-04-01,2025-07-31,4,15000,0.21
Sep 2024,SSD,13576215,Unity,Mayendit,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Unity,Mayom,current,2024-09-01,2024-11-30,all,161708,1.0
Sep 2024,SSD,13576215,Unity,Mayom,current,2024-09-01,2024-11-30,3+,65000,0.4
Sep 2024,SSD,13576215,Unity,Mayom,current,2024-09-01,2024-11-30,1,32000,0.2
Sep 2024,SSD,13576215,Unity,Mayom,current,2024-09-01,2024-11-30,2,65000,0.4
Sep 2024,SSD,13576215,Unity,Mayom,current,2024-09-01,2024-11-30,3,57000,0.35
Sep 2024,SSD,13576215,Unity,Mayom,current,2024-09-01,2024-11-30,4,8000,0.05
Sep 2024,SSD,13576215,Unity,Mayom,current,2024-09-01,2024-11-30,5,0,0
Sep 2024,SSD,13576215,Unity,Mayom,first projection,2024-12-01,2025-03-31,all,161708,1.0
Sep 2024,SSD,13576215,Unity,Mayom,first projection,2024-12-01,2025-03-31,3+,73000,0.45
Sep 2024,SSD,13576215,Unity,Mayom,first projection,2024-12-01,2025-03-31,1,32000,0.2
Sep 2024,SSD,13576215,Unity,Mayom,first projection,2024-12-01,2025-03-31,2,57000,0.35
Sep 2024,SSD,13576215,Unity,Mayom,first projection,2024-12-01,2025-03-31,3,65000,0.4
Sep 2024,SSD,13576215,Unity,Mayom,first projection,2024-12-01,2025-03-31,4,8000,0.05
Sep 2024,SSD,13576215,Unity,Mayom,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Unity,Mayom,second projection,2025-04-01,2025-07-31,all,161708,1.0
Sep 2024,SSD,13576215,Unity,Mayom,second projection,2025-04-01,2025-07-31,3+,81000,0.5
Sep 2024,SSD,13576215,Unity,Mayom,second projection,2025-04-01,2025-07-31,1,16000,0.1
Sep 2024,SSD,13576215,Unity,Mayom,second projection,2025-04-01,2025-07-31,2,65000,0.4
Sep 2024,SSD,13576215,Unity,Mayom,second projection,2025-04-01,2025-07-31,3,65000,0.4
Sep 2024,SSD,13576215,Unity,Mayom,second projection,2025-04-01,2025-07-31,4,16000,0.1
Sep 2024,SSD,13576215,Unity,Mayom,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Unity,Panyijiar,current,2024-09-01,2024-11-30,all,123869,1.0
Sep 2024,SSD,13576215,Unity,Panyijiar,current,2024-09-01,2024-11-30,3+,68000,0.55
Sep 2024,SSD,13576215,Unity,Panyijiar,current,2024-09-01,2024-11-30,1,19000,0.15
Sep 2024,SSD,13576215,Unity,Panyijiar,current,2024-09-01,2024-11-30,2,37000,0.3
Sep 2024,SSD,13576215,Unity,Panyijiar,current,2024-09-01,2024-11-30,3,56000,0.45
Sep 2024,SSD,13576215,Unity,Panyijiar,current,2024-09-01,2024-11-30,4,12000,0.1
Sep 2024,SSD,13576215,Unity,Panyijiar,current,2024-09-01,2024-11-30,5,0,0
Sep 2024,SSD,13576215,Unity,Panyijiar,first projection,2024-12-01,2025-03-31,all,123868,1.0
Sep 2024,SSD,13576215,Unity,Panyijiar,first projection,2024-12-01,2025-03-31,3+,75000,0.61
Sep 2024,SSD,13576215,Unity,Panyijiar,first projection,2024-12-01,2025-03-31,1,12000,0.1
Sep 2024,SSD,13576215,Unity,Panyijiar,first projection,2024-12-01,2025-03-31,2,37000,0.3
Sep 2024,SSD,13576215,Unity,Panyijiar,first projection,2024-12-01,2025-03-31,3,56000,0.45
Sep 2024,SSD,13576215,Unity,Panyijiar,first projection,2024-12-01,2025-03-31,4,19000,0.15
Sep 2024,SSD,13576215,Unity,Panyijiar,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Unity,Panyijiar,second projection,2025-04-01,2025-07-31,all,123868,1.0
Sep 2024,SSD,13576215,Unity,Panyijiar,second projection,2025-04-01,2025-07-31,3+,87000,0.7
Sep 2024,SSD,13576215,Unity,Panyijiar,second projection,2025-04-01,2025-07-31,1,6000,0.05
Sep 2024,SSD,13576215,Unity,Panyijiar,second projection,2025-04-01,2025-07-31,2,31000,0.25
Sep 2024,SSD,13576215,Unity,Panyijiar,second projection,2025-04-01,2025-07-31,3,62000,0.5
Sep 2024,SSD,13576215,Unity,Panyijiar,second projection,2025-04-01,2025-07-31,4,25000,0.2
Sep 2024,SSD,13576215,Unity,Panyijiar,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Unity,Pariang,current,2024-09-01,2024-11-30,all,135350,1.0
Sep 2024,SSD,13576215,Unity,Pariang,current,2024-09-01,2024-11-30,3+,61000,0.45
Sep 2024,SSD,13576215,Unity,Pariang,current,2024-09-01,2024-11-30,1,34000,0.25
Sep 2024,SSD,13576215,Unity,Pariang,current,2024-09-01,2024-11-30,2,41000,0.3
Sep 2024,SSD,13576215,Unity,Pariang,current,2024-09-01,2024-11-30,3,54000,0.4
Sep 2024,SSD,13576215,Unity,Pariang,current,2024-09-01,2024-11-30,4,7000,0.05
Sep 2024,SSD,13576215,Unity,Pariang,current,2024-09-01,2024-11-30,5,0,0
Sep 2024,SSD,13576215,Unity,Pariang,first projection,2024-12-01,2025-03-31,all,135349,1.0
Sep 2024,SSD,13576215,Unity,Pariang,first projection,2024-12-01,2025-03-31,3+,68000,0.5
Sep 2024,SSD,13576215,Unity,Pariang,first projection,2024-12-01,2025-03-31,1,27000,0.2
Sep 2024,SSD,13576215,Unity,Pariang,first projection,2024-12-01,2025-03-31,2,41000,0.3
Sep 2024,SSD,13576215,Unity,Pariang,first projection,2024-12-01,2025-03-31,3,61000,0.45
Sep 2024,SSD,13576215,Unity,Pariang,first projection,2024-12-01,2025-03-31,4,7000,0.05
Sep 2024,SSD,13576215,Unity,Pariang,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Unity,Pariang,second projection,2025-04-01,2025-07-31,all,135349,1.0
Sep 2024,SSD,13576215,Unity,Pariang,second projection,2025-04-01,2025-07-31,3+,75000,0.55
Sep 2024,SSD,13576215,Unity,Pariang,second projection,2025-04-01,2025-07-31,1,20000,0.15
Sep 2024,SSD,13576215,Unity,Pariang,second projection,2025-04-01,2025-07-31,2,41000,0.3
Sep 2024,SSD,13576215,Unity,Pariang,second projection,2025-04-01,2025-07-31,3,68000,0.5
Sep 2024,SSD,13576215,Unity,Pariang,second projection,2025-04-01,2025-07-31,4,7000,0.05
Sep 2024,SSD,13576215,Unity,Pariang,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Unity,Koch,current,2024-09-01,2024-11-30,all,101817,1.0
Sep 2024,SSD,13576215,Unity,Koch,current,2024-09-01,2024-11-30,3+,71000,0.7
Sep 2024,SSD,13576215,Unity,Koch,current,2024-09-01,2024-11-30,1,5000,0.05
Sep 2024,SSD,13576215,Unity,Koch,current,2024-09-01,2024-11-30,2,25000,0.25
Sep 2024,SSD,13576215,Unity,Koch,current,2024-09-01,2024-11-30,3,56000,0.55
Sep 2024,SSD,13576215,Unity,Koch,current,2024-09-01,2024-11-30,4,15000,0.15
Sep 2024,SSD,13576215,Unity,Koch,current,2024-09-01,2024-11-30,5,0,0
Sep 2024,SSD,13576215,Unity,Koch,first projection,2024-12-01,2025-03-31,all,101816,1.0
Sep 2024,SSD,13576215,Unity,Koch,first projection,2024-12-01,2025-03-31,3+,61000,0.6
Sep 2024,SSD,13576215,Unity,Koch,first projection,2024-12-01,2025-03-31,1,10000,0.1
Sep 2024,SSD,13576215,Unity,Koch,first projection,2024-12-01,2025-03-31,2,31000,0.3
Sep 2024,SSD,13576215,Unity,Koch,first projection,2024-12-01,2025-03-31,3,51000,0.5
Sep 2024,SSD,13576215,Unity,Koch,first projection,2024-12-01,2025-03-31,4,10000,0.1
Sep 2024,SSD,13576215,Unity,Koch,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Unity,Koch,second projection,2025-04-01,2025-07-31,all,101816,1.0
Sep 2024,SSD,13576215,Unity,Koch,second projection,2025-04-01,2025-07-31,3+,76000,0.75
Sep 2024,SSD,13576215,Unity,Koch,second projection,2025-04-01,2025-07-31,1,0,0
Sep 2024,SSD,13576215,Unity,Koch,second projection,2025-04-01,2025-07-31,2,25000,0.25
Sep 2024,SSD,13576215,Unity,Koch,second projection,2025-04-01,2025-07-31,3,61000,0.6
Sep 2024,SSD,13576215,Unity,Koch,second projection,2025-04-01,2025-07-31,4,15000,0.15
Sep 2024,SSD,13576215,Unity,Koch,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Unity,Rubkona,current,2024-09-01,2024-11-30,all,352669,1.0
Sep 2024,SSD,13576215,Unity,Rubkona,current,2024-09-01,2024-11-30,3+,265000,0.75
Sep 2024,SSD,13576215,Unity,Rubkona,current,2024-09-01,2024-11-30,1,35000,0.1
Sep 2024,SSD,13576215,Unity,Rubkona,current,2024-09-01,2024-11-30,2,53000,0.15
Sep 2024,SSD,13576215,Unity,Rubkona,current,2024-09-01,2024-11-30,3,159000,0.45
Sep 2024,SSD,13576215,Unity,Rubkona,current,2024-09-01,2024-11-30,4,106000,0.3
Sep 2024,SSD,13576215,Unity,Rubkona,current,2024-09-01,2024-11-30,5,0,0
Sep 2024,SSD,13576215,Unity,Rubkona,first projection,2024-12-01,2025-03-31,all,352668,1.0
Sep 2024,SSD,13576215,Unity,Rubkona,first projection,2024-12-01,2025-03-31,3+,282000,0.8
Sep 2024,SSD,13576215,Unity,Rubkona,first projection,2024-12-01,2025-03-31,1,18000,0.05
Sep 2024,SSD,13576215,Unity,Rubkona,first projection,2024-12-01,2025-03-31,2,53000,0.15
Sep 2024,SSD,13576215,Unity,Rubkona,first projection,2024-12-01,2025-03-31,3,159000,0.45
Sep 2024,SSD,13576215,Unity,Rubkona,first projection,2024-12-01,2025-03-31,4,123000,0.35
Sep 2024,SSD,13576215,Unity,Rubkona,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Unity,Rubkona,second projection,2025-04-01,2025-07-31,all,352668,1.0
Sep 2024,SSD,13576215,Unity,Rubkona,second projection,2025-04-01,2025-07-31,3+,300000,0.85
Sep 2024,SSD,13576215,Unity,Rubkona,second projection,2025-04-01,2025-07-31,1,18000,0.05
Sep 2024,SSD,13576215,Unity,Rubkona,second projection,2025-04-01,2025-07-31,2,35000,0.1
Sep 2024,SSD,13576215,Unity,Rubkona,second projection,2025-04-01,2025-07-31,3,159000,0.45
Sep 2024,SSD,13576215,Unity,Rubkona,second projection,2025-04-01,2025-07-31,4,141000,0.4
Sep 2024,SSD,13576215,Unity,Rubkona,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Ibba,current,2024-09-01,2024-11-30,all,68544,1.0
Sep 2024,SSD,13576215,Western Equatoria,Ibba,current,2024-09-01,2024-11-30,3+,10000,0.15
Sep 2024,SSD,13576215,Western Equatoria,Ibba,current,2024-09-01,2024-11-30,1,27000,0.39
Sep 2024,SSD,13576215,Western Equatoria,Ibba,current,2024-09-01,2024-11-30,2,31000,0.45
Sep 2024,SSD,13576215,Western Equatoria,Ibba,current,2024-09-01,2024-11-30,3,10000,0.15
Sep 2024,SSD,13576215,Western Equatoria,Ibba,current,2024-09-01,2024-11-30,4,0,0
Sep 2024,SSD,13576215,Western Equatoria,Ibba,current,2024-09-01,2024-11-30,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Ibba,first projection,2024-12-01,2025-03-31,all,68543,1.0
Sep 2024,SSD,13576215,Western Equatoria,Ibba,first projection,2024-12-01,2025-03-31,3+,10000,0.15
Sep 2024,SSD,13576215,Western Equatoria,Ibba,first projection,2024-12-01,2025-03-31,1,24000,0.35
Sep 2024,SSD,13576215,Western Equatoria,Ibba,first projection,2024-12-01,2025-03-31,2,34000,0.5
Sep 2024,SSD,13576215,Western Equatoria,Ibba,first projection,2024-12-01,2025-03-31,3,10000,0.15
Sep 2024,SSD,13576215,Western Equatoria,Ibba,first projection,2024-12-01,2025-03-31,4,0,0
Sep 2024,SSD,13576215,Western Equatoria,Ibba,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Ibba,second projection,2025-04-01,2025-07-31,all,68543,1.0
Sep 2024,SSD,13576215,Western Equatoria,Ibba,second projection,2025-04-01,2025-07-31,3+,14000,0.2
Sep 2024,SSD,13576215,Western Equatoria,Ibba,second projection,2025-04-01,2025-07-31,1,21000,0.31
Sep 2024,SSD,13576215,Western Equatoria,Ibba,second projection,2025-04-01,2025-07-31,2,34000,0.5
Sep 2024,SSD,13576215,Western Equatoria,Ibba,second projection,2025-04-01,2025-07-31,3,14000,0.2
Sep 2024,SSD,13576215,Western Equatoria,Ibba,second projection,2025-04-01,2025-07-31,4,0,0
Sep 2024,SSD,13576215,Western Equatoria,Ibba,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Maridi,current,2024-09-01,2024-11-30,all,113829,1.0
Sep 2024,SSD,13576215,Western Equatoria,Maridi,current,2024-09-01,2024-11-30,3+,17000,0.15
Sep 2024,SSD,13576215,Western Equatoria,Maridi,current,2024-09-01,2024-11-30,1,46000,0.4
Sep 2024,SSD,13576215,Western Equatoria,Maridi,current,2024-09-01,2024-11-30,2,51000,0.45
Sep 2024,SSD,13576215,Western Equatoria,Maridi,current,2024-09-01,2024-11-30,3,17000,0.15
Sep 2024,SSD,13576215,Western Equatoria,Maridi,current,2024-09-01,2024-11-30,4,0,0
Sep 2024,SSD,13576215,Western Equatoria,Maridi,current,2024-09-01,2024-11-30,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Maridi,first projection,2024-12-01,2025-03-31,all,113828,1.0
Sep 2024,SSD,13576215,Western Equatoria,Maridi,first projection,2024-12-01,2025-03-31,3+,6000,0.05
Sep 2024,SSD,13576215,Western Equatoria,Maridi,first projection,2024-12-01,2025-03-31,1,57000,0.5
Sep 2024,SSD,13576215,Western Equatoria,Maridi,first projection,2024-12-01,2025-03-31,2,51000,0.45
Sep 2024,SSD,13576215,Western Equatoria,Maridi,first projection,2024-12-01,2025-03-31,3,6000,0.05
Sep 2024,SSD,13576215,Western Equatoria,Maridi,first projection,2024-12-01,2025-03-31,4,0,0
Sep 2024,SSD,13576215,Western Equatoria,Maridi,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Maridi,second projection,2025-04-01,2025-07-31,all,113828,1.0
Sep 2024,SSD,13576215,Western Equatoria,Maridi,second projection,2025-04-01,2025-07-31,3+,23000,0.2
Sep 2024,SSD,13576215,Western Equatoria,Maridi,second projection,2025-04-01,2025-07-31,1,46000,0.4
Sep 2024,SSD,13576215,Western Equatoria,Maridi,second projection,2025-04-01,2025-07-31,2,46000,0.4
Sep 2024,SSD,13576215,Western Equatoria,Maridi,second projection,2025-04-01,2025-07-31,3,23000,0.2
Sep 2024,SSD,13576215,Western Equatoria,Maridi,second projection,2025-04-01,2025-07-31,4,0,0
Sep 2024,SSD,13576215,Western Equatoria,Maridi,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,current,2024-09-01,2024-11-30,all,51256,1.0
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,current,2024-09-01,2024-11-30,3+,13000,0.25
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,current,2024-09-01,2024-11-30,1,18000,0.35
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,current,2024-09-01,2024-11-30,2,21000,0.41
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,current,2024-09-01,2024-11-30,3,10000,0.2
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,current,2024-09-01,2024-11-30,4,3000,0.06
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,current,2024-09-01,2024-11-30,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,first projection,2024-12-01,2025-03-31,all,51256,1.0
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,first projection,2024-12-01,2025-03-31,3+,8000,0.16
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,first projection,2024-12-01,2025-03-31,1,21000,0.41
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,first projection,2024-12-01,2025-03-31,2,23000,0.45
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,first projection,2024-12-01,2025-03-31,3,8000,0.16
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,first projection,2024-12-01,2025-03-31,4,0,0
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,second projection,2025-04-01,2025-07-31,all,51256,1.0
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,second projection,2025-04-01,2025-07-31,3+,11000,0.21
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,second projection,2025-04-01,2025-07-31,1,18000,0.35
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,second projection,2025-04-01,2025-07-31,2,23000,0.45
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,second projection,2025-04-01,2025-07-31,3,8000,0.16
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,second projection,2025-04-01,2025-07-31,4,3000,0.06
Sep 2024,SSD,13576215,Western Equatoria,Mundri west,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,current,2024-09-01,2024-11-30,all,77611,1.0
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,current,2024-09-01,2024-11-30,3+,31000,0.4
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,current,2024-09-01,2024-11-30,1,16000,0.21
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,current,2024-09-01,2024-11-30,2,31000,0.4
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,current,2024-09-01,2024-11-30,3,23000,0.3
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,current,2024-09-01,2024-11-30,4,8000,0.1
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,current,2024-09-01,2024-11-30,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,first projection,2024-12-01,2025-03-31,all,77610,1.0
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,first projection,2024-12-01,2025-03-31,3+,23000,0.3
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,first projection,2024-12-01,2025-03-31,1,19000,0.24
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,first projection,2024-12-01,2025-03-31,2,35000,0.45
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,first projection,2024-12-01,2025-03-31,3,19000,0.24
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,first projection,2024-12-01,2025-03-31,4,4000,0.05
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,second projection,2025-04-01,2025-07-31,all,77610,1.0
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,second projection,2025-04-01,2025-07-31,3+,39000,0.5
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,second projection,2025-04-01,2025-07-31,1,12000,0.15
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,second projection,2025-04-01,2025-07-31,2,27000,0.35
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,second projection,2025-04-01,2025-07-31,3,31000,0.4
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,second projection,2025-04-01,2025-07-31,4,8000,0.1
Sep 2024,SSD,13576215,Western Equatoria,Mvolo,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Nagero,current,2024-09-01,2024-11-30,all,61561,1.0
Sep 2024,SSD,13576215,Western Equatoria,Nagero,current,2024-09-01,2024-11-30,3+,24000,0.39
Sep 2024,SSD,13576215,Western Equatoria,Nagero,current,2024-09-01,2024-11-30,1,15000,0.24
Sep 2024,SSD,13576215,Western Equatoria,Nagero,current,2024-09-01,2024-11-30,2,22000,0.36
Sep 2024,SSD,13576215,Western Equatoria,Nagero,current,2024-09-01,2024-11-30,3,18000,0.29
Sep 2024,SSD,13576215,Western Equatoria,Nagero,current,2024-09-01,2024-11-30,4,6000,0.1
Sep 2024,SSD,13576215,Western Equatoria,Nagero,current,2024-09-01,2024-11-30,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Nagero,first projection,2024-12-01,2025-03-31,all,61561,1.0
Sep 2024,SSD,13576215,Western Equatoria,Nagero,first projection,2024-12-01,2025-03-31,3+,18000,0.29
Sep 2024,SSD,13576215,Western Equatoria,Nagero,first projection,2024-12-01,2025-03-31,1,25000,0.41
Sep 2024,SSD,13576215,Western Equatoria,Nagero,first projection,2024-12-01,2025-03-31,2,18000,0.29
Sep 2024,SSD,13576215,Western Equatoria,Nagero,first projection,2024-12-01,2025-03-31,3,15000,0.24
Sep 2024,SSD,13576215,Western Equatoria,Nagero,first projection,2024-12-01,2025-03-31,4,3000,0.05
Sep 2024,SSD,13576215,Western Equatoria,Nagero,first projection,2024-12-01,2025-03-31,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Nagero,second projection,2025-04-01,2025-07-31,all,61561,1.0
Sep 2024,SSD,13576215,Western Equatoria,Nagero,second projection,2025-04-01,2025-07-31,3+,31000,0.5
Sep 2024,SSD,13576215,Western Equatoria,Nagero,second projection,2025-04-01,2025-07-31,1,15000,0.24
Sep 2024,SSD,13576215,Western Equatoria,Nagero,second projection,2025-04-01,2025-07-31,2,15000,0.24
Sep 2024,SSD,13576215,Western Equatoria,Nagero,second projection,2025-04-01,2025-07-31,3,22000,0.36
Sep 2024,SSD,13576215,Western Equatoria,Nagero,second projection,2025-04-01,2025-07-31,4,9000,0.15
Sep 2024,SSD,13576215,Western Equatoria,Nagero,second projection,2025-04-01,2025-07-31,5,0,0
Sep 2024,SSD,13576215,Western Equatoria,Yambio,current,2024-09-01,2024-11-30,all,173924,1.0
Sep 2024,SSD,13576215,Western Equatoria,Yambio,current,2024-09-01,2024-11-30,3+,26000,0.15
Sep 2024,SSD,13576215,Western Equatoria,Yambio,current,2024-09-01,2024-11-30,1,61000,0.35
